港澳台,#genre#
文旅香港频道,http://ali-play.lezhibo.com:80/lezhibo/6ad788f1bbab4c689ecdc0d64a1e1601.m3u8 
星光视界频道,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv 
澳亚卫视电信,https://live.mastvnet.com:443/lsdream/lY44pmm/2000/live.m3u8 
香港面包全网,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8 
澳亚卫视全网,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8 
4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8 
华视新闻台,http://223.71.206.22:30080/TW/hsxw/hls.m3u8 
HOY TV,http://51.89.21.73:27347/livehttpplay?channel_id=20152 
澳门Macau,http://61.244.22.5/ch3/_definst_/ch3.live/playlist.m3u8 
星空卫视,http://182.149.204.14:4000/udp/239.93.0.156:2193 
HOY77,http://223.71.206.22:30080/HK/hoy77/hls.m3u8 
HOY78,http://223.71.206.22:30080/HK/hoy78/hls.m3u8 
viu6,http://223.71.206.22:30080/HK/viu6/hls.m3u8 
GO好医生,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch9-2.m3u8 
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8 
TVB-jade,https://cloudfront41.lexanetwork.com:1344/relay01/livestream002.sdp/playlist.m3u8 
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8 
新加坡,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8 
澳门macau,http://61.244.22.5/ch3/ch3.live/chunklist.m3u8 
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8 
ABC新闻,https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index_45.m3u8 
FOX新闻,https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8 
GOODTV经典音乐河,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch6-2.m3u8 
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8 
时尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8 
亚太第一卫视,http://110.19.106.198:9981/stream/channelid/999152661?ticket=B1BCB80234BFA8C75584A88C1E29CA0CF7745FC4&profile=pass 
TVB娱乐新闻台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8 
J2台,http://1.65.195.85:9981/stream/channelid/2082072924?ticket=4b3174e5f68a673f0c11bc3443bc52b1663d94f0&profile=pass 
明珠台,http://1.65.195.85:9981/stream/channelid/1803382046?ticket=81e3b97df2839ef49852fe90ddedf3533469924d&profile=pass 
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8 
HBO Signature CHINA SUB,http://gmlive.ddns.net:5000/kun5g/kun5g2024/20 
HBO Family CHINA SUB,http://gmlive.ddns.net:5000/kun5g/kun5g2024/21 
CINEMAX CHINA SUB,http://gmlive.ddns.net:5000/kun5g/kun5g2024/22 
True Film 2 THAI SUB,http://gmlive.ddns.net:5000/kun5g/kun5g2024/26 
LAOSTAR TV-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/29 
LNTV1-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/30 
LATV-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/31 
SONY MOVIES English SUB,http://gmlive.ddns.net:5000/kun5g/kun5g2024/32 
MONO 29 English SUB,http://gmlive.ddns.net:5000/kun5g/kun5g2024/33 
VTV5 Tây Nam Bộ,http://gmlive.ddns.net:5000/kun5g/kun5g2024/34 
KG HD | TH Kiên Giang,http://gmlive.ddns.net:5000/kun5g/kun5g2024/35 
KG1 HD | TH Kiên Giang,http://gmlive.ddns.net:5000/kun5g/kun5g2024/36 
History HD,http://gmlive.ddns.net:5000/kun5g/kun5g2024/37 
Nat Geo Graphic HD ENG-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/41 
Animal Planet-China,http://gmlive.ddns.net:5000/kun5g/kun5g2024/45 
Discovery HD-China,http://gmlive.ddns.net:5000/kun5g/kun5g2024/46 
DMAX-China,http://gmlive.ddns.net:5000/kun5g/kun5g2024/47 
 
Rock Entertainment HD,http://gmlive.ddns.net:5000/kun5g/kun5g2024/62 
FTV-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/65 
Code Fashion TV HD-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/86 
Hollywood Classics [VN Sub],http://gmlive.ddns.net:5000/kun5g/kun5g2024/88 
BOX HITS [VN Sub],http://gmlive.ddns.net:5000/kun5g/kun5g2024/89 
In The Box [VN Sub],http://gmlive.ddns.net:5000/kun5g/kun5g2024/90 
BOX MOVIES1 HD [VN Sub],http://gmlive.ddns.net:5000/kun5g/kun5g2024/91 
Animal Show-Test,http://gmlive.ddns.net:5000/kun5g/kun5g2024/95 
Premier League HD3=,http://gmlive.ddns.net:5000/kun5g/kun5g2024/102 
Astro BOO,http://gmlive.ddns.net:5000/kun5g/kun5g2024/108 
PARAMOUNT NETWORK-True,http://gmlive.ddns.net:5000/kun5g/kun5g2024/121 
FS1 HD,http://gmlive.ddns.net:5000/kun5g/kun5g2024/127 
Premier League 1HD,http://gmlive.ddns.net:5000/kun5g/kun5g2024/129 
Premier League 2HD,http://gmlive.ddns.net:5000/kun5g/kun5g2024/130 
True Series,http://gmlive.ddns.net:5000/kun5g/kun5g2024/132 
True Film Asia,http://gmlive.ddns.net:5000/kun5g/kun5g2024/133 
True Asian More,http://gmlive.ddns.net:5000/kun5g/kun5g2024/134 
True Movie Hits,http://gmlive.ddns.net:5000/kun5g/kun5g2024/135 
3BB_HBOhits,http://gmlive.ddns.net:5000/kun5g/kun5g2024/136 
WARNER TV [Thai Sub],http://gmlive.ddns.net:5000/kun5g/kun5g2024/137 
AFN [Thai Sub],http://gmlive.ddns.net:5000/kun5g/kun5g2024/139 
DreamWorks [Thai Sub],http://gmlive.ddns.net:5000/kun5g/kun5g2024/140 
iQIYI HD [Astro],http://gmlive.ddns.net:5000/kun5g/kun5g2024/141 
STAR MOVIES HD,http://gmlive.ddns.net:5000/kun5g/kun5g2024/144 
Fashion TV HD,http://gmlive.ddns.net:5000/kun5g/kun5g2024/153 

FASHIONTV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8 
中國環球,http://live.cgtn.com/500/prog_index.m3u8 
泰国ASTV,http://news1.live14.com/stream/news1_hi.m3u8 
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8 
环球频道,http://live.cgtn.com/500/prog_index.m3u8 
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8 
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8 
半岛英语,https://live-hls-web-aje.getaj.net/AJE/01.m3u8 
FASHIONTV 4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8 
韩·BBS佛教,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8 
韩·SBS,http://1.245.74.5:1935/live/tv/.m3u8 
韩·JobPlusTV,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8 
韩·GS My Shop,https://gstv-myshop.gsshop.com/myshop_hd/myshop_hd.stream/playlist.m3u8 
韩·KoreaTV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8 
韩·TBS,https://cdntv.tbs.seoul.kr/tbs/_definst_/tbs_tv_web_720.smil/playlist.m3u8 
韩·KBS World,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8 
韩·EBS1,https://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8 
韩·EBS2,https://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8 
韩·EBSe,https://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8 
俄·IGITV,https://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8 
俄·RBC,http://92.50.128.180/utv/1358/index.m3u8 
美·NASA 2,https://ntv2.akamaized.net/hls/live/2013923/NASA-NTV2-HLS/master_2000.m3u8 
美·红牛运动,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8 
EdgeSport,https://edgesport-samsunguk.amagi.tv/playlist.m3u8 
CanadaOne,http://cdn8.live247stream.com/canadaone/tv/playlist.m3u8 


国际频道,#genre#

半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8 
THAIPBS3,http://thaipbs-live.cdn.byteark.com/live/playlist_1080p/index.m3u8 
FASHIONTV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8 
金砖电视,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8 
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8 
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8 
中國環球,http://live.cgtn.com/500/prog_index.m3u8 
华文一台,http://vvlive.eztv.vip/huawen1/huawen1.m3u8?auth_key=1661769627-0-0-3a16475ac0fa2a152a25661e8634fe39 
华文六台,http://vvlive.eztv.vip/huawen6/huawen6.m3u8?auth_key=1662611110-0-0-cf20c4fcf669736034b6ceac0d01d403 
乌克兰台,https://cdn.1tvcrimea.ru/1tvcrimea.m3u8 
泰国ASTV,http://news1.live14.com/stream/news1_hi.m3u8 
朝鲜新闻,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8 
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8 
俄罗斯台,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8 
环球频道,http://live.cgtn.com/500/prog_index.m3u8 
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8 
CNA频道,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8 
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8 
欧洲体育,http://europa-crtvg.flumotion.com/playlist.m3u8 
欧洲华01,http://vvlive.eztv.vip/huawen1/huawen1.m3u8?auth_key=1661769627-0-0-3a16475ac0fa2a152a25661e8634fe39 
欧洲华02,http://vvlive.eztv.vip/huawen2/huawen2.m3u8?auth_key=1661418936-0-0-bc9f000c6daa2def0b71d5389778b0d3 
欧洲华06,http://vvlive.eztv.vip/huawen6/huawen6.m3u8?auth_key=1660814676-0-0-4d45d97f017e545dd368719f8dd48ffe 
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8 
CGTN,https://news.cgtn.com/resource/live/english/cgtn-news.m3u8 
半岛英语,https://live-hls-web-aje.getaj.net/AJE/01.m3u8 
FASHIONTV 4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8 
韩·BBS佛教,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8 
韩·SBS,http://1.245.74.5:1935/live/tv/.m3u8 
韩·阿里郎Korea,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8 
韩·JobPlusTV,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8 
韩·GS My Shop,https://gstv-myshop.gsshop.com/myshop_hd/myshop_hd.stream/playlist.m3u8 
韩·KoreaTV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8 
韩·TBS,https://cdntv.tbs.seoul.kr/tbs/_definst_/tbs_tv_web_720.smil/playlist.m3u8 
韩·KBS World,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8 
韩·EBS1,https://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8 
韩·EBS2,https://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8 
韩·EBSe,https://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8 
俄·IGITV,https://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8 
俄·RBC,http://92.50.128.180/utv/1358/index.m3u8 
美·NASA 1,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8 
美·NASA 2,https://ntv2.akamaized.net/hls/live/2013923/NASA-NTV2-HLS/master_2000.m3u8 
美·红牛运动,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8 
乌·M2音乐,https://live.m2.tv/hls3/stream.m3u8 
西·加利西亚欧洲体育电视台,https://europa-crtvg.flumotion.com/playlist.m3u8 
希·FoxTV,http://live.streams.ovh:1935/foxtv/foxtv/playlist.m3u8 
越·HBTV,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/playlist.m3u8 
越·ANTV,http://antvlive.ab5c6921.cdnviet.com/antv/chunklist.m3u8 
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8 
EdgeSport,https://edgesport-samsunguk.amagi.tv/playlist.m3u8 
CanadaOne,http://cdn8.live247stream.com/canadaone/tv/playlist.m3u8 
CA=,https://rcavlive.akamaized.net/hls/live/704025/xcanrdi/master.m3u8 
Astrakhan24=,https://streaming.astrakhan.ru/astrakhan24/index.m3u8 
Самара,http://live.guberniatv.cdnvideo.ru/guberniatv/guberniatv.sdp/playlist.m3u8 
日本QVC,https://cdn-live1.qvc.jp/iPhone/800/800.m3u8 
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8 




